chr,start,end,width,DMR_id,beta_normal,beta_cancer,delta,p.adj,gc.content,no.cpgs.hm450,no.cpgs.genomic,no.cpgs.expected,cpg.ratio,num.changes,feature,f_start,f_end,feature_gene_name,closest_gene_name,closest_distance,gene_start,gene_end,contains.CGI,category,is.hyper,no.atac.peaks,selected
chr19,40600249,40600389,141,4822,0.0358114238637353,0.215907977615974,0.180096553752239,5.12737629106126e-12,0.73758865248227,3,13,18.468085106383,0.703917050691243,0,INTRON,40600177,40601370,LTBP4,LTBP4,982,40601370,40601371,CGI,non-CGI small proximal,hyper,0,TRUE
chr16,1205459,1205917,459,4823,0.648080507135599,0.514357055560404,-0.133723451575195,5.13045961135458e-12,0.601307189542484,2,18,40.7037037037037,0.442220200181984,0,INTRON,1205265,1206103,CACNA1H,CACNA1H,4150,1210066,1210067,no CGI,CGI-like distal,hypo,0,FALSE
chr1,99263135,99263948,814,4824,0.673595957928777,0.558054426866487,-0.115541531062291,5.13363402051697e-12,0.438574938574939,4,8,37.8452088452088,0.211387392066481,0,P2000,99261953,99263952,PLPPR4,PLPPR4,5,99263952,99263953,no CGI,non-CGI large proximal,hypo,0,FALSE
chr12,9127824,9128327,504,4825,0.854712313666794,0.747574781218308,-0.107137532448486,5.16355805858189e-12,0.587301587301587,3,21,43.1746031746032,0.486397058823529,0,INTER,9118229,9148839,-,A2M,11595,9116228,9116229,no CGI,CGI-like distal,hypo,0,FALSE
chr12,109712157,109712456,300,4826,0.223741110296538,0.348844641170326,0.125103530873788,5.24647565187049e-12,0.663333333333333,4,22,32.56,0.675675675675676,0,P2000,109712228,109714227,FAM222A,FAM222A,1772,109714227,109714228,CGI,CGI-like proximal,hyper,0,TRUE
chr2,240304602,240304707,106,4827,0.818958938625524,0.689934848426072,-0.129024090199452,5.2476065083476e-12,0.69811320754717,3,7,12.9056603773585,0.542397660818713,0,INTER,240146562,240433671,-,GPC1,130964,240435670,240435671,no CGI,non-CGI small distal,hypo,0,FALSE
chr3,39428987,39429030,44,4828,0.51281218094147,0.63735926958897,0.1245470886475,5.36454977026126e-12,0.681818181818182,2,5,5.11363636363636,0.977777777777779,0,INTER,39412542,39465198,-,RPSA,22224,39406762,39406763,no CGI,non-CGI small distal,hyper,0,FALSE
chr10,123136613,123136716,104,4829,0.0754525286318741,0.262252692493887,0.186800163862013,5.37631582183294e-12,0.576923076923077,2,8,8.30769230769231,0.962962962962963,0,INTRON,123136450,123137057,HMX3,HMX3,651,123135961,123135962,CGI,non-CGI small proximal,hyper,0,TRUE
chr4,99655730,99655828,99,4830,0.796475537707723,0.650422245126284,-0.146053292581439,5.3776691181426e-12,0.494949494949495,2,2,6,0.333333333333333,0,P2000,99654648,99656648,RP11-766F14.2,RP11-766F14.2,1082,99654647,99654648,no CGI,non-CGI small proximal,hypo,1,TRUE
chr8,142153365,142153912,548,4831,0.775840010661237,0.614165088136555,-0.161674922524683,5.39291096961857e-12,0.593065693430657,4,19,48.0839416058394,0.395142314990512,0,INTER,141518737,142212079,-,TSNARE1,200851,142354762,142354763,no CGI,CGI-like distal,hypo,0,FALSE
chr4,1173451,1173926,476,4832,0.741320049935263,0.59580894436532,-0.145511105569943,5.41896386968884e-12,0.464285714285714,6,8,25.5882352941176,0.31264367816092,0,INTRON,1173211,1179447,SPON2,SPON2,240,1173210,1173211,no CGI,non-CGI large proximal,hypo,0,FALSE
chr7,157578159,157579570,1412,4833,0.80805567010105,0.684892909378009,-0.123162760723041,5.46213764354778e-12,0.393767705382436,6,31,53.2351274787536,0.582322264793529,0,INTRON,157578140,157595237,PTPRN2,DNAJB6,219586,157358572,157358573,no CGI,CGI-like distal,hypo,0,FALSE
chr13,77917064,77918081,1018,4834,0.5608613069011,0.716857567424445,0.155996260523345,5.46238247629765e-12,0.429273084479371,3,6,46.3555992141454,0.129434202161475,0,INTRON,77903607,77918090,EDNRB,EDNRB,718,77918798,77918799,no CGI,non-CGI large proximal,hyper,0,FALSE
chr10,1518276,1518397,122,4835,0.846489050569958,0.636405644754293,-0.210083405815665,5.51838780049102e-12,0.491803278688525,2,3,6.85245901639344,0.437799043062201,0,INTRON,1379160,1737050,ADARB2,ADARB2,219079,1737475,1737476,no CGI,non-CGI small distal,hypo,0,FALSE
chr10,132486876,132487418,543,4836,0.90660901482384,0.805967195839995,-0.100641818983845,5.52432832448026e-12,0.602209944751381,3,24,49.2081031307551,0.487724550898203,0,INTER,132417863,132535820,-,INPP5A,50402,132537819,132537820,no CGI,CGI-like distal,hypo,0,FALSE
chr1,5713274,5714199,926,4837,0.884604612719232,0.72401500311241,-0.160589609606821,5.55240160129975e-12,0.544276457883369,2,37,68.3358531317495,0.54144344885349,0,INTER,4792534,5862817,-,KCNAB2,277267,5991465,5991466,no CGI,CGI-like distal,hypo,0,FALSE
chr7,151868510,151868646,137,4838,0.554262705477422,0.675147044451896,0.120884338974474,5.64856714160229e-12,0.54014598540146,3,9,9.92700729927007,0.906617647058824,0,INTRON,151814840,151876506,PRKAG2,PRKAG2,8479,151877124,151877125,no CGI,non-CGI small distal,hyper,0,FALSE
chr1,34783638,34784628,991,4839,0.738483159799708,0.612105739517658,-0.12637742028205,5.6575756845107e-12,0.498486377396569,3,9,61.481331987891,0.146385898109244,0,INTRON,34782442,34784737,GJB3,GJB3,1360,34782277,34782278,no CGI,non-CGI large proximal,hypo,1,TRUE
chr20,58832692,58834254,1563,4840,0.588424475490539,0.47557191844545,-0.112852557045089,5.67972351653268e-12,0.466410748560461,5,26,84.3685220729367,0.308171808171808,0,INTER,58715844,58837718,-,GNAS,5464,58839717,58839718,no CGI,non-CGI large distal,hypo,0,FALSE
chr13,48706121,48706271,151,4841,0.914537864955638,0.78729148671656,-0.127246378239079,5.68044146091721e-12,0.529801324503311,2,4,10.5894039735099,0.37773608505316,0,INTRON,48696626,48706554,CYSLTR2,CYSLTR2,284,48706554,48706555,no CGI,non-CGI small proximal,hypo,0,FALSE
chr17,80177985,80178433,449,4842,0.897997925806074,0.76730012396918,-0.130697801836894,5.72751158038386e-12,0.570155902004454,5,18,36.4097995545657,0.494372400293614,0,INTRON,80173228,80178498,CARD14,CARD14,66,80178498,80178499,no CGI,CGI-like proximal,hypo,1,TRUE
chr7,100721003,100721095,93,4843,0.0615292089026451,0.233627466930962,0.172098258028316,5.72826389432312e-12,0.720430107526882,2,10,11.9354838709677,0.837837837837841,0,INTRON,100720993,100721557,EPO,EPO,203,100720799,100720800,CGI,non-CGI small proximal,hyper,0,TRUE
chr6,775386,775503,118,4844,0.906161991990353,0.777644335224874,-0.12851765676548,5.78586666280887e-12,0.601694915254237,3,6,10.6271186440678,0.564593301435407,0,INTER,695111,1310440,-,EXOC2,82275,693110,693111,no CGI,non-CGI small distal,hypo,0,FALSE
chr6,163335899,163336016,118,4845,0.512398274172137,0.615953688637979,0.103555414465843,5.79035982882186e-12,0.635593220338983,3,10,11.4406779661017,0.874074074074074,0,INTER,163315492,163412643,-,PACRG,23121,163312777,163312778,no CGI,non-CGI small distal,hyper,0,FALSE
chr15,66621837,66622545,709,4846,0.233769472374856,0.371497551927525,0.137728079552669,5.80301744577558e-12,0.743300423131171,4,71,96.8631875881523,0.732992602947172,0,INTER,66567964,66700228,-,LCTL,55873,66565963,66565964,CGI,CGI-like distal,hyper,0,TRUE
chr4,2746299,2746605,307,4847,0.408597131405594,0.289102842138499,-0.119494289267095,5.82649279263064e-12,0.579804560260586,2,7,25.3322475570033,0.276327632763276,0,INTRON,2745535,2747654,TNIP2,TNIP2,9726,2756330,2756331,no CGI,non-CGI large distal,hypo,1,FALSE
chr12,41189159,41189919,761,4848,0.107759919588846,0.23336714294991,0.125607223361064,5.89425475263202e-12,0.516425755584757,4,32,50.4625492772668,0.634133638872975,0,INTRON,41189103,41191457,PDZRN4,PDZRN4,711,41188447,41188448,CGI,CGI-like proximal,hyper,0,TRUE
chr19,12555503,12555867,365,4849,0.553750371967227,0.729958002082044,0.176207630114817,5.91406305800105e-12,0.695890410958904,2,37,43.8575342465753,0.843640679660171,0,INTER,12553542,12577960,-,ZNF564,3961,12551541,12551542,CGI,CGI-like distal,hyper,0,FALSE
chr15,25227090,25227803,714,4850,0.921675110126035,0.739897133859817,-0.181777976266219,5.9250061650575e-12,0.572829131652661,2,9,58.0924369747899,0.154925502676118,0,INTER,25094377,25333727,-,UBE3A,118228,25346030,25346031,no CGI,non-CGI large distal,hypo,0,FALSE
chr2,2936504,2936631,128,4851,0.892801164281797,0.766220335242159,-0.126580829039639,5.97194796967712e-12,0.59375,2,9,10.3359375,0.870748299319728,0,INTER,2333194,3188924,-,TSSC1,441159,3377789,3377790,no CGI,non-CGI small distal,hypo,0,FALSE
chr7,44761972,44761990,19,4852,0.756700005994772,0.880292650362041,0.123592644367269,5.98486200651322e-12,0.842105263157895,2,3,2.52631578947368,1.1875,0,INTRON,44761918,44762880,ZMIZ2,ZMIZ2,5722,44756249,44756250,CGI,non-CGI small distal,hyper,1,FALSE
chr2,105119231,105119298,68,4853,0.717285642088261,0.818508585575657,0.101222943487395,6.02376207197409e-12,0.705882352941177,2,5,7.75,0.645161290322581,0,INTER,105099960,105239743,-,MRPS9,81248,105037982,105037983,no CGI,non-CGI small distal,hyper,0,FALSE
chr14,102900650,102901521,871,4854,0.654363568661487,0.758397739315386,0.104034170653899,6.04948946923769e-12,0.544724770642202,5,38,64.25,0.591439688715953,1,INTRON,102897401,102903254,TRAF3,AMN,21135,102922655,102922656,no CGI,CGI-like distal,hyper,0,FALSE
chr10,132919572,132919892,321,4855,0.802792819452815,0.638025800147201,-0.164767019305613,6.05673638771833e-12,0.679127725856698,2,24,37.0093457943925,0.648484848484849,0,INTRON,132919442,132920058,CFAP46,CFAP46,22693,132942584,132942585,CGI,CGI-like distal,hypo,0,FALSE
chr12,54371886,54372204,319,4856,0.306153906524215,0.445904800745402,0.139750894221186,6.10651470076224e-12,0.58307210031348,2,3,27.0344827586207,0.110969387755102,0,INTRON,54371715,54372893,ZNF385A,GPR84,7399,54364486,54364487,no CGI,non-CGI large distal,hyper,1,FALSE
chr7,1352130,1353064,935,4857,0.743474957943436,0.635229611090508,-0.108245346852929,6.11502224245252e-12,0.619251336898396,4,34,87.2235294117647,0.389803075263016,0,INTER,1237318,1434365,-,MICALL2,106438,1459501,1459502,no CGI,CGI-like distal,hypo,0,FALSE
chr2,224402126,224402159,34,4858,0.226206781644428,0.475039774781706,0.248832993137278,6.11732450104249e-12,0.441176470588235,2,2,1.64705882352941,1.21428571428572,0,P2000,224402085,224404085,FAM124B,FAM124B,41,224402084,224402085,no CGI,non-CGI small proximal,hyper,0,TRUE
chr9,32782827,32783465,639,4859,0.0971023395197346,0.217826653305116,0.120724313785381,6.15587022511995e-12,0.723004694835681,3,65,82.0985915492958,0.791731000171556,0,P2000,32781499,32783498,TMEM215,TMEM215,34,32783498,32783499,CGI,CGI-like proximal,hyper,0,TRUE
chr13,111970442,111970477,36,4860,0.887897713468903,0.705609182881051,-0.182288530587852,6.22513038026521e-12,0.527777777777778,2,2,2.33333333333333,0.857142857142858,0,INTER,111344247,112065647,-,SOX1,97170,112067646,112067647,no CGI,non-CGI small distal,hypo,0,FALSE
chr17,75059697,75060092,396,4861,0.546369785219918,0.658719530599352,0.112349745379433,6.22562093949277e-12,0.52020202020202,6,13,26.4267676767677,0.491925465838509,0,INTRON,75059605,75062119,KCTD2,KCTD2,12452,75047244,75047245,no CGI,CGI-like distal,hyper,0,FALSE
chr14,100845407,100845497,91,4862,0.841920389917232,0.668049127567385,-0.173871262349846,6.26937380800823e-12,0.582417582417583,2,5,7.71428571428571,0.648148148148149,0,INTER,100738224,100880654,-,RTL1,39350,100884846,100884847,no CGI,non-CGI small distal,hypo,0,FALSE
chr11,68854501,68856053,1553,4863,0.275438093452468,0.391750875153392,0.116312781700924,6.33859260939803e-12,0.60592401802962,7,109,142.530585962653,0.764748136435509,0,INTER,68846410,68891275,-,CPT1A,10091,68844409,68844410,CGI,CGI-like distal,hyper,1,FALSE
chr14,77000882,77001048,167,4864,0.420988672587704,0.581741563995885,0.160752891408181,6.41964122790585e-12,0.586826347305389,2,8,14.2275449101796,0.562289562289564,0,INTER,76870206,77024542,-,IRF2BPL,27651,77028698,77028699,no CGI,non-CGI small distal,hyper,0,TRUE
chr4,8606220,8606634,415,4865,0.756846633699198,0.634619360536802,-0.122227273162396,6.53866852764124e-12,0.587951807228916,4,16,34.5903614457831,0.462556600487635,0,INTRON,8606185,8606736,CPZ,CPZ,13464,8592755,8592756,no CGI,CGI-like distal,hypo,0,FALSE
chr6,33111915,33114388,2474,4866,0.553634508355484,0.446329208211474,-0.107305300144009,6.58177096517531e-12,0.504446240905416,7,17,156.707760711399,0.108482183159442,2,INTER,33087201,33162680,-,HLA-DPA1,31140,33080774,33080775,no CGI,non-CGI large distal,hypo,1,TRUE
chr11,126303351,126303690,339,4867,0.30510312797811,0.199559283632604,-0.105543844345506,6.59730359266736e-12,0.423529411764706,6,13,14.8911764705882,0.873000197511359,1,P2000,126301752,126303751,DCPS,DCPS,62,126303751,126303752,CGI,CGI-like proximal,hypo,0,FALSE
chr1,66924015,66924201,187,4868,0.375391862252151,0.271281785667854,-0.104110076584297,6.61142049506336e-12,0.449197860962567,3,4,9.42780748663102,0.424276800907544,0,INTRON,66907016,66924661,WDR78,WDR78,639,66924839,66924840,no CGI,non-CGI small proximal,hypo,0,FALSE
chr8,31639450,31639566,117,4869,0.0833763592053624,0.231864719745788,0.148488360540426,6.61199466626457e-12,0.735042735042735,3,15,14.1282051282051,1.06170598911071,0,INTRON,31639431,31639754,NRG1,NRG1,64,31639385,31639386,CGI,non-CGI small proximal,hyper,0,TRUE
chr17,76917234,76917678,445,4870,0.917314067687355,0.785177875074375,-0.13213619261298,6.61953272785887e-12,0.512359550561798,4,14,28.8808988764045,0.484749455337691,0,INTRON,76906187,76924965,MGAT5B,MGAT5B,44587,76872646,76872647,no CGI,CGI-like distal,hypo,0,FALSE
chr3,63278573,63278659,87,4871,0.0962488096237608,0.258876946996714,0.162628137372954,6.64022914450523e-12,0.71264367816092,2,7,11.0344827586207,0.634375,0,INTRON,63278551,63278676,SYNPR,SYNPR,255,63278317,63278318,no CGI,non-CGI small proximal,hyper,0,TRUE
chr9,135175078,135175834,757,4872,0.59774416984366,0.461215981156424,-0.136528188687236,6.65462638776472e-12,0.586525759577279,2,12,64.8071334214003,0.185164801565462,0,INTER,135121179,135477079,-,OLFM1,79092,135095985,135095986,no CGI,non-CGI large distal,hypo,0,FALSE
chr7,1505749,1506183,435,4873,0.668961315289077,0.491372174966558,-0.177589140322519,6.68416208751247e-12,0.645977011494253,3,20,44.8965517241379,0.445468509984639,0,P2000,1504367,1506367,INTS1,INTS1,1382,1504366,1504367,no CGI,CGI-like proximal,hypo,2,TRUE
chr14,94476847,94477672,826,4874,0.419320509080437,0.287868565835199,-0.131451943245238,6.7114544259944e-12,0.36682808716707,3,5,27.5326876513317,0.181602321695541,0,P2000,94476333,94478333,SERPINA9,SERPINA9,514,94476332,94476333,no CGI,non-CGI large proximal,hypo,0,FALSE
chr3,105353693,105353839,147,4875,0.249001755215802,0.425071507770204,0.176069752554402,6.71220966837894e-12,0.646258503401361,2,14,15.0612244897959,0.929539295392955,0,INTER,102479841,105364909,-,ALCAM,13070,105366908,105366909,CGI,non-CGI small distal,hyper,0,TRUE
chr7,150556820,150556938,119,4876,0.421128672671259,0.25141852221899,-0.169710150452268,6.78740038073577e-12,0.436974789915966,2,2,5.60504201680672,0.356821589205397,0,INTER,150521073,150565277,-,GIMAP4,10339,150567276,150567277,no CGI,non-CGI small distal,hypo,0,FALSE
chr12,49960168,49961057,890,4877,0.326013331666755,0.182910825347331,-0.143102506319424,6.8485284553254e-12,0.52247191011236,2,13,55.4651685393258,0.234381330524269,0,P2000,49959870,49961869,AQP5,AQP5,813,49961869,49961870,CGI,non-CGI large proximal,hypo,2,FALSE
chr2,1979667,1979712,46,4878,0.931103822213665,0.724917363022925,-0.20618645919074,6.85427932977315e-12,0.652173913043478,2,3,4.69565217391304,0.638888888888889,0,INTRON,1979554,1979722,MYT1L,MYT1L,136781,1842885,1842886,no CGI,non-CGI small distal,hypo,0,FALSE
chr11,133845616,133846271,656,4879,0.828128908377633,0.634606990083608,-0.193521918294025,6.91510552821165e-12,0.445121951219512,2,8,31.8841463414634,0.250908395486709,0,P2000,133845538,133847538,SPATA19,SPATA19,78,133845537,133845538,no CGI,non-CGI large proximal,hypo,0,FALSE
chr14,20653194,20653405,212,4880,0.0625792714616748,0.163385682903995,0.10080641144232,7.15610534439359e-12,0.528301886792453,3,15,14.7735849056604,1.01532567049808,0,INTER,20643691,20682100,-,OR6S1,11503,20641690,20641691,no CGI,CGI-like distal,hyper,0,TRUE
chr20,57560956,57561022,67,4881,0.454320671844233,0.327987984515509,-0.126332687328724,7.17172238975086e-12,0.597014925373134,3,3,5.91044776119403,0.507575757575758,0,P2000,57559080,57561079,PCK1,PCK1,58,57561079,57561080,no CGI,non-CGI small proximal,hypo,1,FALSE
chr10,3636732,3636893,162,4882,0.813595032451721,0.647789509665582,-0.165805522786139,7.20230948312099e-12,0.506172839506173,3,4,10.3703703703704,0.385714285714285,0,INTER,3174841,3775995,-,KLF6,148300,3785192,3785193,no CGI,non-CGI small distal,hypo,1,TRUE
chr20,63042791,63043727,937,4883,0.754990056474091,0.606458217478981,-0.14853183899511,7.20649197005504e-12,0.581643543223052,4,33,79.2422625400214,0.416444444444444,0,INTER,63009035,63195428,-,BHLHE23,35756,63007034,63007035,CGI,CGI-like distal,hypo,0,FALSE
chr5,76954526,76954702,177,4884,0.156884427430941,0.328492683085697,0.171608255654756,7.258892401542e-12,0.621468926553672,2,15,17,0.882352941176471,0,INTRON,76954186,76955652,CRHBP,CRHBP,1477,76953048,76953049,CGI,non-CGI small proximal,hyper,0,TRUE
chr10,3287573,3288379,807,4885,0.899494073386609,0.748268208926885,-0.151225864459724,7.36431691728301e-12,0.54275092936803,5,40,59.1140024783147,0.676658631170737,0,INTER,3174841,3775995,-,PITRM1,114732,3172840,3172841,no CGI,CGI-like distal,hypo,2,TRUE
chr7,158126957,158127482,526,4886,0.869121511250632,0.742227555168503,-0.126893956082129,7.36794040530321e-12,0.5893536121673,4,22,43.2110266159696,0.509129306172731,0,INTRON,158110915,158133676,PTPRN2,PTPRN2,77795,158205276,158205277,no CGI,CGI-like distal,hypo,0,FALSE
chr14,78403408,78403620,213,4887,0.421788020573024,0.274281738648035,-0.14750628192499,7.38459016915702e-12,0.497652582159624,2,3,13.169014084507,0.227807486631017,0,INTRON,78300691,78403730,NRXN3,NRXN3,111,78403730,78403731,no CGI,non-CGI large proximal,hypo,0,FALSE
chr1,30772608,30773164,557,4888,0.66236801379904,0.516818911323723,-0.145549102475318,7.49241450268071e-12,0.552962298025135,2,6,42.5134649910233,0.141131756756757,0,INTER,30759820,30869466,-,LAPTM5,14788,30757819,30757820,CGI,non-CGI large distal,hypo,0,FALSE
chr19,3880537,3880546,10,4889,0.102509779344408,0.236204448745803,0.133694669401394,7.50468467223748e-12,0.6,2,2,0.9,2.22222222222222,0,INTRON,3879955,3880582,ATCAY,ATCAY,37,3880582,3880583,no CGI,non-CGI small proximal,hyper,0,TRUE
chr22,43862692,43862832,141,4890,0.1585600619538,0.29560613405107,0.13704607209727,7.53837575180759e-12,0.567375886524823,5,11,11.1702127659574,0.984761904761909,0,P2000,43862503,43864503,SULT4A1,SULT4A1,189,43862502,43862503,CGI,non-CGI small proximal,hyper,0,TRUE
chr18,36187834,36188533,700,4891,0.483508666892612,0.380974662149346,-0.102534004743266,7.59230335591902e-12,0.598571428571429,3,36,62.3114285714286,0.57774313356871,0,INTRON,36187681,36195256,MOCOS,MOCOS,315,36187518,36187519,CGI,CGI-like proximal,hypo,1,FALSE
chr11,132960285,132960382,98,4892,0.633738271846324,0.460247808498428,-0.173490463347897,7.61772828329898e-12,0.510204081632653,2,4,6.21428571428571,0.643678160919541,0,INTRON,132943768,133532263,OPCML,OPCML,16517,132943767,132943768,no CGI,non-CGI small distal,hypo,0,FALSE
chr1,38044402,38044510,109,4893,0.132353106365555,0.332018691457304,0.199665585091749,7.66444927546392e-12,0.73394495412844,2,10,13.7614678899083,0.726666666666664,0,INTER,38024824,38044610,-,POU3F1,2284,38046793,38046794,CGI,non-CGI small distal,hyper,0,TRUE
chr10,131578354,131578816,463,4894,0.971310961067216,0.859642027409417,-0.111668933657799,7.68605563751196e-12,0.596112311015119,5,20,40.8207343412527,0.48994708994709,0,INTER,131313721,131898644,-,TCERG1L,266633,131311720,131311721,no CGI,CGI-like distal,hypo,0,FALSE
chr5,178514878,178515855,978,4895,0.782552661592212,0.653226109549377,-0.129326552042835,7.7060275524833e-12,0.578732106339468,3,18,77.3006134969325,0.232857142857143,0,INTRON,178306934,178560681,COL23A1,COL23A1,74700,178590554,178590555,no CGI,non-CGI large distal,hypo,0,FALSE
chr6,161162449,161162498,50,4896,0.860081109862153,0.75653885287926,-0.103542256982893,7.85585771354546e-12,0.54,3,3,3.24,0.925925925925926,0,INTRON,161154310,161165837,AGPAT4,AGPAT4,13160,161149288,161149289,no CGI,non-CGI small distal,hypo,0,FALSE
chr4,1974493,1974634,142,4897,0.693419920021646,0.798060431023246,0.104640511001601,7.97547876828388e-12,0.598591549295775,3,3,12.6338028169014,0.237458193979933,0,INTRON,1961151,1974862,WHSC1,NELFA,15867,1990500,1990501,no CGI,non-CGI small distal,hyper,0,FALSE
chr11,45355323,45355773,451,4898,0.161814277050305,0.281778844324795,0.11996456727449,8.06572263272837e-12,0.609756097560976,5,29,41.5742793791574,0.697546666666667,0,INTER,45288319,45648876,-,SYT13,69004,45286318,45286319,CGI,CGI-like distal,hyper,1,FALSE
chr7,158175886,158175991,106,4899,0.81946181459448,0.641817916873444,-0.177643897721035,8.09145810581363e-12,0.622641509433962,3,7,9.81132075471698,0.713461538461539,0,INTRON,158167291,158192326,PTPRN2,PTPRN2,29286,158205276,158205277,no CGI,non-CGI small distal,hypo,0,FALSE
chr11,59941930,59942464,535,4900,0.909306849733917,0.723379377056146,-0.185927472677771,8.09496649154621e-12,0.34392523364486,2,3,15.8130841121495,0.189716312056738,0,INTER,59868575,60038275,-,TCN1,75355,59866574,59866575,no CGI,non-CGI large distal,hypo,0,FALSE
chr9,132590824,132591386,563,4901,0.143628160764744,0.320632581548872,0.177004420784128,8.2000341561781e-12,0.589698046181172,2,25,48.0852575488455,0.519909869976359,0,INTER,132590266,132592996,-,BARHL1,8165,132582658,132582659,CGI,CGI-like distal,hyper,0,TRUE
chr22,48560135,48560293,159,4902,0.887261954637985,0.7791332945394,-0.108128660098585,8.20312771187317e-12,0.654088050314465,3,11,16.6981132075472,0.658757062146892,0,INTRON,48489704,48576305,FAM19A5,FAM19A5,16013,48576305,48576306,CGI,non-CGI small distal,hypo,0,FALSE
chr1,156646170,156646768,598,4903,0.28941887186449,0.414535812257376,0.125116940392886,8.23730287903007e-12,0.617696160267112,3,11,49.4173622704508,0.222593831289483,1,INTRON,156646145,156646800,BCAN,BCAN,3927,156642242,156642243,CGI,non-CGI large distal,hyper,0,TRUE
chr19,38483710,38484310,601,4904,0.705360722311277,0.554651437360947,-0.15070928495033,8.29950305377209e-12,0.559068219633943,2,11,46.7221297836939,0.235434472934473,0,INTRON,38483516,38485589,RYR1,RYR1,27261,38511570,38511571,no CGI,non-CGI large distal,hypo,0,FALSE
chr2,231038250,231038657,408,4905,0.189464978362181,0.354385140159524,0.164920161797343,8.30392590382655e-12,0.610294117647059,3,21,31.9852941176471,0.65655172413793,0,INTRON,231038199,231041295,C2orf72,C2orf72,760,231037489,231037490,CGI,CGI-like proximal,hyper,1,FALSE
chr11,4881234,4881353,120,4906,0.825809339417681,0.683421169055234,-0.142388170362447,8.48030401534855e-12,0.416666666666667,3,3,4.675,0.641711229946524,0,INTRON,4860564,4881818,MMP26,OR51T1,466,4881818,4881819,no CGI,non-CGI small proximal,hypo,0,FALSE
chr16,22192533,22192969,437,4907,0.39057413310953,0.496370385976439,0.105796252866909,8.49530133024211e-12,0.416475972540046,2,5,18.4347826086957,0.271226415094339,0,INTER,22191754,22204282,-,EEF2K,13313,22206281,22206282,no CGI,non-CGI large distal,hyper,1,FALSE
chr11,5929568,5930203,636,4908,0.85684050413363,0.750572759882067,-0.106267744251563,8.5336342027944e-12,0.555031446540881,5,27,41.3867924528302,0.65238203783907,0,INTRON,5902090,5937400,TRIM5,TRIM5,8416,5938618,5938619,no CGI,CGI-like distal,hypo,0,FALSE
chr1,43284969,43285022,54,4909,0.631037198124095,0.512337647091728,-0.118699551032367,8.57304660233516e-12,0.685185185185185,2,4,5.96296296296296,0.670807453416149,0,INTRON,43283368,43285443,C1orf210,C1orf210,557,43285578,43285579,no CGI,non-CGI small proximal,hypo,1,TRUE
chr6,169240950,169241193,244,4910,0.749429657552461,0.623518860792817,-0.125910796759644,8.70222418850432e-12,0.668032786885246,3,10,24.1229508196721,0.414542983350323,0,INTRON,169240592,169241761,THBS2,THBS2,10958,169252150,169252151,no CGI,CGI-like distal,hypo,0,FALSE
chr8,28316215,28316938,724,4911,0.643868081280417,0.535398532467727,-0.10846954881269,8.74274629721223e-12,0.537292817679558,5,12,52.2430939226519,0.229695431472081,0,P2000,28314986,28316985,PNOC,PNOC,48,28316985,28316986,no CGI,non-CGI large proximal,hypo,0,FALSE
chr2,239660816,239660935,120,4912,0.89673110050291,0.717868132288645,-0.178862968214266,8.80294319497528e-12,0.575,2,6,9.45,0.634920634920635,0,INTER,239403011,239892449,-,HDAC4,259805,239401010,239401011,no CGI,non-CGI small distal,hypo,0,FALSE
chr12,10009702,10010431,730,4913,0.617206635632675,0.486485328937208,-0.130721306695467,8.83726561340212e-12,0.426027397260274,2,7,29.7671232876712,0.235158766682007,0,INTRON,9999300,10010631,CLEC1B,CLEC12B,201,10010631,10010632,no CGI,non-CGI large proximal,hypo,0,FALSE
chr12,52619264,52619560,297,4914,0.82248878594727,0.674047442245061,-0.148441343702209,8.87128661043293e-12,0.464646464646465,3,3,15.9461279461279,0.188133445945947,0,P2000,52618559,52620559,KRT73,KRT73,705,52618558,52618559,no CGI,non-CGI large proximal,hypo,0,FALSE
chr11,45709809,45709992,184,4915,0.884430721836721,0.742956375249136,-0.141474346587585,8.88515542731253e-12,0.461956521739131,3,4,9.58695652173913,0.417233560090703,0,INTER,45667622,45802072,-,CHST1,44187,45665621,45665622,no CGI,non-CGI small distal,hypo,0,FALSE
chr8,10732395,10733571,1177,4916,0.175647540509005,0.293337187022838,0.117689646513833,8.99864694408487e-12,0.659303313508921,6,101,127.802039082413,0.790284730393623,0,INTRON,10730512,10764962,SOX7,SOX7,1883,10730511,10730512,CGI,CGI-like proximal,hyper,2,FALSE
chr16,85360392,85360571,180,4917,0.567015478445226,0.447664111421911,-0.119351367023315,9.00790018901546e-12,0.627777777777778,2,8,17.1222222222222,0.467229072031149,0,INTRON,85357643,85555966,GSE1,GSE1,190867,85169524,85169525,no CGI,non-CGI small distal,hypo,1,TRUE
chr5,166784009,166784820,812,4918,0.957425084954457,0.835094996698778,-0.122330088255678,9.04253462888519e-12,0.584975369458128,2,31,69.4137931034483,0.446597118728266,0,INTER,163519336,167282799,-,TENM2,499979,167284798,167284799,no CGI,CGI-like distal,hypo,0,FALSE
chr10,132411317,132411714,398,4919,0.464083157966048,0.606860703008418,0.14277754504237,9.07717660824627e-12,0.613065326633166,3,18,37.2738693467337,0.482912032355915,0,INTRON,132406289,132417060,PWWP2B,PWWP2B,14149,132397167,132397168,no CGI,CGI-like distal,hyper,0,TRUE
