"","chr","start","end","center","width"
"14304","chr4",112705583,112706351,112705967,768
"14305","chr3",46845958,46846429,46846193,471
"14306","chr22",21360344,21361522,21360933,1178
"14307","chr5",159987039,159987573,159987306,534
"14308","chr22",50673507,50675314,50674410,1807
"14309","chr7",510813,511044,510928,231
"14310","chr8",10729794,10733599,10731696,3805
"14311","chr22",25359974,25360197,25360085,223
"14312","chr9",131125397,131125919,131125658,522
"14313","chr17",41811155,41812352,41811753,1197
"14314","chr5",62305790,62307103,62306446,1313
"14315","chr5",179907344,179908115,179907729,771
"14316","chr9",113687865,113688174,113688019,309
"14317","chr16",29961702,29962249,29961975,547
"14318","chr17",48633593,48634057,48633825,464
"14319","chr3",98593065,98593852,98593458,787
"14320","chr17",2029844,2030558,2030201,714
"14321","chr6",45421683,45423909,45422796,2226
"14322","chr3",111859390,111859892,111859641,502
"14323","chr5",100535221,100536016,100535618,795
"14324","chr6",168035155,168035517,168035336,362
"14325","chr11",449961,451178,450569,1217
"14326","chr1",155269487,155269703,155269595,216
"14327","chr16",89948630,89949712,89949171,1082
"14328","chr6",10425967,10426405,10426186,438
"14329","chr17",83051075,83052123,83051599,1048
"14330","chr1",11805405,11806509,11805957,1104
"14331","chrX",27863837,27864055,27863946,218
"14332","chr17",57885212,57885868,57885540,656
"14333","chr10",5412468,5413056,5412762,588
"14334","chr4",77818553,77820401,77819477,1848
"14335","chr17",45601488,45601841,45601664,353
"14336","chrX",73447321,73447754,73447537,433
"14337","chr4",41981905,41982166,41982035,261
"14338","chr5",177971161,177971433,177971297,272
"14339","chr7",65572711,65572951,65572831,240
"14340","chr5",69332595,69332912,69332753,317
"14341","chr3",51499326,51500244,51499785,918
"14342","chr9",121299527,121300035,121299781,508
"14343","chr17",82519222,82520677,82519949,1455
"14344","chr11",64035470,64036893,64036181,1423
"14345","chr7",56812798,56813020,56812909,222
"14346","chr17",82647425,82648448,82647936,1023
"14347","chr7",1159329,1160583,1159956,1254
"14348","chr3",141095071,141095292,141095181,221
"14349","chr2",130963246,130964294,130963770,1048
"14350","chr5",14142908,14145241,14144074,2333
"14351","chr7",98106723,98107409,98107066,686
"14352","chrX",138710933,138711848,138711390,915
"14353","chr3",141065967,141066639,141066303,672
"14354","chr17",82941109,82941437,82941273,328
"14355","chr2",17538888,17539150,17539019,262
"14356","chr19",49812954,49813212,49813083,258
"14357","chr3",44584833,44585302,44585067,469
"14358","chr3",193869563,193870100,193869831,537
"14359","chr1",93878951,93879266,93879108,315
"14360","chr16",1493097,1494425,1493761,1328
"14361","chr3",10248213,10248712,10248462,499
"14362","chr5",177337114,177337541,177337327,427
"14363","chr20",37179006,37179640,37179323,634
"14364","chr2",73268792,73269782,73269287,990
"14365","chr11",133360989,133361750,133361369,761
"14366","chr10",84540643,84541197,84540920,554
"14367","chr10",101775638,101776748,101776193,1110
"14368","chrY",11321576,11322772,11322174,1196
"14369","chr5",73233272,73234149,73233710,877
"14370","chr4",1763282,1763781,1763531,499
"14371","chr4",145761358,145761665,145761511,307
"14372","chr20",37384192,37385036,37384614,844
"14373","chr6",122996019,122996608,122996313,589
"14374","chr11",62705981,62706684,62706332,703
"14375","chr14",59630490,59630835,59630662,345
"14376","chr16",30075915,30076521,30076218,606
"14377","chr3",9946211,9947935,9947073,1724
"14378","chr17",18382915,18383483,18383199,568
"14379","chr5",179060145,179060920,179060532,775
"14380","chr18",72866730,72869636,72868183,2906
"14381","chr16",68644783,68646246,68645514,1463
"14382","chr4",6221839,6222497,6222168,658
"14383","chr16",2036419,2036891,2036655,472
"14384","chr8",143614158,143614638,143614398,480
"14385","chr5",146334078,146334350,146334214,272
"14386","chr8",102862994,102864856,102863925,1862
"14387","chr2",227717769,227718105,227717937,336
"14388","chr17",81636601,81637202,81636901,601
"14389","chr15",40873649,40874373,40874011,724
"14390","chr15",42581365,42581658,42581511,293
"14391","chr1",43348634,43349606,43349120,972
"14392","chr3",149752122,149752601,149752361,479
"14393","chr1",39575645,39576995,39576320,1350
"14394","chrX",114581622,114581942,114581782,320
"14395","chr4",40749825,40750476,40750150,651
"14396","chr22",48209345,48209695,48209520,350
"14397","chr13",114103419,114104361,114103890,942
"14398","chr19",51016897,51017651,51017274,754
"14399","chr20",9514606,9514950,9514778,344
"14400","chr11",17719242,17722232,17720737,2990
"14401","chr10",119872142,119873592,119872867,1450
"14402","chr16",2513429,2514902,2514165,1473
"14403","chr21",45641859,45644394,45643126,2535
"14404","chr2",61176913,61178226,61177569,1313
"14405","chr10",133261497,133262275,133261886,778
"14406","chr17",39200233,39200692,39200462,459
"14407","chr11",6683065,6683712,6683388,647
"14408","chr14",102139260,102140640,102139950,1380
"14409","chr6",159788909,159790983,159789946,2074
"14410","chr6",53547930,53548279,53548104,349
"14411","chr3",126083604,126084415,126084009,811
"14412","chr7",10940364,10940652,10940508,288
"14413","chr16",87891753,87891979,87891866,226
"14414","chr15",52528136,52529442,52528789,1306
"14415","chrX",10126010,10126366,10126188,356
"14416","chr21",14063798,14064641,14064219,843
"14417","chr2",80322453,80322673,80322563,220
"14418","chr17",44353646,44355187,44354416,1541
"14419","chr6",158818246,158819743,158818994,1497
"14420","chr3",171028283,171028503,171028393,220
"14421","chr22",46061215,46062148,46061681,933
"14422","chr13",50843235,50844013,50843624,778
"14423","chr14",44897184,44897905,44897544,721
"14424","chr14",104893498,104893816,104893657,318
"14425","chr20",41136589,41138192,41137390,1603
"14426","chr21",13937312,13937526,13937419,214
"14427","chr2",6917253,6918302,6917777,1049
"14428","chr6",40586856,40588189,40587522,1333
"14429","chr6",27687564,27687928,27687746,364
"14430","chr17",1575290,1575920,1575605,630
"14431","chr15",68277636,68278720,68278178,1084
"14432","chr11",117327707,117328234,117327970,527
"14433","chr5",174731677,174732726,174732201,1049
"14434","chr3",97821820,97822789,97822304,969
"14435","chr2",120012821,120013575,120013198,754
"14436","chr20",46118183,46118421,46118302,238
"14437","chr4",3740365,3740631,3740498,266
"14438","chr2",136119141,136119481,136119311,340
"14439","chr10",109456846,109457325,109457085,479
"14440","chr2",129587470,129587783,129587626,313
"14441","chr4",108762573,108763206,108762889,633
"14442","chr19",33819839,33820612,33820225,773
"14443","chrX",41473622,41474873,41474247,1251
"14444","chr15",30883092,30883320,30883206,228
"14445","chr11",17388889,17389740,17389314,851
"14446","chr11",64853735,64854774,64854254,1039
"14447","chr22",36703426,36703666,36703546,240
"14448","chr16",2079158,2079668,2079413,510
"14449","chr11",133955442,133957562,133956502,2120
"14450","chr9",15306724,15307388,15307056,664
"14451","chr15",83653570,83655019,83654294,1449
"14452","chr12",88141958,88142371,88142164,413
"14453","chr3",28241335,28241966,28241650,631
"14454","chr21",44324758,44324964,44324861,206
"14455","chr12",29783062,29784500,29783781,1438
"14456","chr7",103445263,103445685,103445474,422
"14457","chr6",73363571,73363838,73363704,267
"14458","chr14",34462413,34462623,34462518,210
"14459","chr14",73786684,73787485,73787084,801
"14460","chr16",767352,768051,767701,699
"14461","chr12",20551591,20553070,20552330,1479
"14462","chr14",105248154,105249988,105249071,1834
"14463","chr17",63827366,63827933,63827649,567
"14464","chr19",1826830,1828547,1827688,1717
"14465","chr11",17387905,17388145,17388025,240
"14466","chr6",78867441,78868039,78867740,598
"14467","chr14",74881782,74882358,74882070,576
"14468","chr8",1669439,1669686,1669562,247
"14469","chr13",44373235,44374307,44373771,1072
"14470","chr12",47773214,47773795,47773504,581
"14471","chr2",112181710,112181986,112181848,276
"14472","chr3",19146995,19147280,19147137,285
"14473","chr6",151341470,151341921,151341695,451
"14474","chr2",113583724,113584721,113584222,997
"14475","chr12",121444388,121444613,121444500,225
"14476","chr17",80101103,80101962,80101532,859
"14477","chr20",35092252,35093226,35092739,974
"14478","chr14",102922679,102923911,102923295,1232
"14479","chr16",29986315,29986528,29986421,213
"14480","chr2",176188229,176189622,176188925,1393
"14481","chr15",42490761,42491086,42490923,325
"14482","chr5",140822988,140824025,140823506,1037
"14483","chr18",78972970,78974765,78973867,1795
"14484","chr17",3386068,3386778,3386423,710
"14485","chr17",50055630,50056720,50056175,1090
"14486","chr15",88881398,88881639,88881518,241
"14487","chr6",4134941,4135570,4135255,629
"14488","chr2",39436756,39437526,39437141,770
"14489","chr8",30657653,30658507,30658080,854
"14490","chr4",131977594,131978035,131977814,441
"14491","chr17",38605690,38606865,38606277,1175
"14492","chr11",3797217,3798077,3797647,860
"14493","chr14",36503964,36504535,36504249,571
"14494","chr17",45584665,45586441,45585553,1776
"14495","chr2",222655797,222656174,222655985,377
"14496","chr17",81112521,81112723,81112622,202
"14497","chr6",26216983,26217293,26217138,310
"14498","chr2",135741575,135742574,135742074,999
"14499","chr17",43938053,43938339,43938196,286
"14500","chr2",241823867,241824403,241824135,536
"14501","chr2",189580733,189581257,189580995,524
"14502","chr11",134961435,134962269,134961852,834
"14503","chr2",11669523,11670307,11669915,784
"14504","chr6",10414785,10415085,10414935,300
"14505","chr10",99430532,99431168,99430850,636
"14506","chr5",73565134,73565785,73565459,651
"14507","chr11",10807814,10809574,10808694,1760
"14508","chr16",986820,987448,987134,628
"14509","chr5",144205180,144205501,144205340,321
"14510","chr3",49165852,49166387,49166119,535
"14511","chr9",126623833,126626952,126625392,3119
"14512","chr10",103555250,103555487,103555368,237
"14513","chr12",123712099,123712960,123712529,861
"14514","chr10",117216538,117217195,117216866,657
"14515","chr20",46022427,46022730,46022578,303
"14516","chr7",822878,823163,823020,285
"14517","chr17",74203793,74204289,74204041,496
"14518","chr10",52314229,52315067,52314648,838
"14519","chr4",2304547,2305177,2304862,630
"14520","chr12",32399091,32400104,32399597,1013
"14521","chr16",89873024,89874404,89873714,1380
"14522","chr16",28259131,28259353,28259242,222
"14523","chr18",35343951,35344621,35344286,670
"14524","chr5",159263005,159263533,159263269,528
"14525","chr6",27177587,27177966,27177776,379
"14526","chr2",98730419,98731714,98731066,1295
"14527","chr11",57458339,57458621,57458480,282
"14528","chr4",151760889,151761139,151761014,250
"14529","chr10",639093,639467,639280,374
"14530","chr4",188159694,188160093,188159893,399
"14531","chr6",133240948,133242448,133241698,1500
"14532","chrX",19886909,19888439,19887674,1530
"14533","chr16",1169429,1169641,1169535,212
"14534","chr17",46769773,46770097,46769935,324
"14535","chr12",48999356,48999578,48999467,222
"14536","chr12",130451167,130451418,130451292,251
"14537","chr3",128650086,128650962,128650524,876
"14538","chr12",129303190,129303615,129303402,425
"14539","chr12",103840495,103841549,103841022,1054
"14540","chr22",37024184,37024859,37024521,675
"14541","chr5",56814478,56814708,56814593,230
"14542","chr22",29049215,29049494,29049354,279
"14543","chr16",66426600,66427002,66426801,402
"14544","chr21",20997105,20998245,20997675,1140
"14545","chr2",129934129,129934529,129934329,400
"14546","chr2",64767854,64768427,64768140,573
"14547","chr11",69005328,69006244,69005786,916
"14548","chr16",424922,426815,425868,1893
"14549","chr11",49891767,49892783,49892275,1016
"14550","chr3",49120335,49121030,49120682,695
"14551","chr17",43483672,43484002,43483837,330
"14552","chr4",54226794,54227075,54226934,281
"14553","chr14",105419676,105420248,105419962,572
"14554","chr14",63727523,63728331,63727927,808
"14555","chr2",26764162,26764632,26764397,470
"14556","chr17",81280607,81280808,81280707,201
"14557","chr17",22435374,22435685,22435529,311
"14558","chr5",154690700,154690910,154690805,210
"14559","chr21",44903745,44904037,44903891,292
"14560","chr1",89820630,89821928,89821279,1298
"14561","chr2",47369490,47370117,47369803,627
"14562","chr9",71910595,71910972,71910783,377
"14563","chr16",21663955,21664305,21664130,350
"14564","chr10",45373270,45374708,45373989,1438
"14565","chr11",32426715,32427501,32427108,786
"14566","chr14",102516613,102517609,102517111,996
"14567","chr7",100693560,100694643,100694101,1083
"14568","chr18",2905952,2907350,2906651,1398
"14569","chr6",26225158,26225562,26225360,404
"14570","chr1",211830089,211830938,211830513,849
"14571","chr19",3676301,3676585,3676443,284
"14572","chr21",17611687,17611980,17611833,293
"14573","chr12",132591213,132591539,132591376,326
"14574","chr5",141414791,141415478,141415134,687
"14575","chr14",19267047,19267318,19267182,271
"14576","chr2",98444711,98445385,98445048,674
"14577","chr21",42973974,42975740,42974857,1766
"14578","chr5",41903930,41904377,41904153,447
"14579","chr9",133163029,133164190,133163609,1161
"14580","chr15",85233893,85234907,85234400,1014
"14581","chr5",32585497,32586259,32585878,762
"14582","chr12",108562412,108562983,108562697,571
"14583","chr2",109760494,109761336,109760915,842
"14584","chr9",36190873,36191539,36191206,666
"14585","chr11",64844255,64845162,64844708,907
"14586","chr4",87006776,87007515,87007145,739
"14587","chr22",31399264,31399972,31399618,708
"14588","chr5",73119784,73120939,73120361,1155
"14589","chr20",61969774,61969989,61969881,215
"14590","chr5",1086947,1087247,1087097,300
"14591","chr15",62163816,62165449,62164632,1633
"14592","chr4",143184531,143185679,143185105,1148
"14593","chr4",82797856,82799088,82798472,1232
"14594","chr12",22625054,22625279,22625166,225
"14595","chr14",104135622,104139335,104137478,3713
"14596","chr11",76444363,76445783,76445073,1420
"14597","chr12",131801427,131801982,131801704,555
"14598","chr14",104179216,104179425,104179320,209
"14599","chr16",30805473,30805922,30805697,449
"14600","chr7",157612317,157613916,157613116,1599
"14601","chr3",14573859,14574450,14574154,591
"14602","chrX",2907397,2907605,2907501,208
"14603","chr11",45285890,45286424,45286157,534
"14604","chr10",63133337,63133576,63133456,239
"14605","chr16",50065809,50066623,50066216,814
"14606","chr15",84600847,84601367,84601107,520
"14607","chr5",1667072,1667966,1667519,894
"14608","chr11",59668728,59669759,59669243,1031
"14609","chr12",1661535,1663347,1662441,1812
"14610","chr7",144403705,144404047,144403876,342
"14611","chr14",67514797,67515663,67515230,866
"14612","chr16",75478647,75479818,75479232,1171
"14613","chr14",24315941,24316663,24316302,722
"14614","chr4",80072221,80073256,80072738,1035
"14615","chr3",195657650,195658709,195658179,1059
"14616","chr10",13471907,13472169,13472038,262
"14617","chr18",54828373,54828776,54828574,403
"14618","chr16",526725,528511,527618,1786
"14619","chr16",30532546,30533011,30532778,465
"14620","chr14",32201211,32201886,32201548,675
"14621","chr16",3977421,3977708,3977564,287
"14622","chr5",59893219,59893681,59893450,462
"14623","chr7",128739060,128739643,128739351,583
"14624","chr10",101136585,101136908,101136746,323
"14625","chr5",131164533,131165402,131164967,869
"14626","chr20",32030990,32031335,32031162,345
"14627","chr2",130139546,130139817,130139681,271
"14628","chr7",27107970,27108764,27108367,794
"14629","chr20",63272142,63273349,63272745,1207
"14630","chr3",125915455,125917106,125916280,1651
"14631","chr12",4809107,4810491,4809799,1384
"14632","chr11",355947,356447,356197,500
"14633","chr4",1735214,1735419,1735316,205
"14634","chr12",108768632,108768946,108768789,314
"14635","chr11",70176951,70177198,70177074,247
"14636","chr16",31508060,31508619,31508339,559
"14637","chr15",64095786,64096429,64096107,643
"14638","chr3",27720862,27722504,27721683,1642
"14639","chr7",64045599,64045920,64045759,321
"14640","chr16",14285467,14285890,14285678,423
"14641","chr2",210170754,210171913,210171333,1159
"14642","chr6",27893539,27893817,27893678,278
"14643","chr2",55223383,55223795,55223589,412
"14644","chr15",85840646,85840884,85840765,238
"14645","chr14",59463916,59465533,59464724,1617
"14646","chr16",3134275,3135311,3134793,1036
"14647","chr1",244730139,244731064,244730601,925
"14648","chr7",151059304,151060210,151059757,906
"14649","chrX",70062534,70063435,70062984,901
"14650","chr10",19817714,19818017,19817865,303
"14651","chr5",69369260,69370039,69369649,779
"14652","chr15",92655144,92655951,92655547,807
"14653","chr3",46892256,46892803,46892529,547
"14654","chr7",1937650,1938276,1937963,626
"14655","chr11",65591821,65592857,65592339,1036
"14656","chr15",74132750,74136480,74134615,3730
"14657","chr1",12019194,12019846,12019520,652
"14658","chr10",98446549,98447021,98446785,472
"14659","chr3",45995521,45995981,45995751,460
"14660","chr15",31215603,31216149,31215876,546
"14661","chr12",109880206,109880973,109880589,767
"14662","chr20",44521658,44522138,44521898,480
"14663","chr3",184275922,184276559,184276240,637
"14664","chr18",78977005,78981362,78979183,4357
"14665","chr15",73998003,73998419,73998211,416
"14666","chr11",65607228,65607837,65607532,609
"14667","chr20",3407318,3408254,3407786,936
"14668","chr8",24913389,24915034,24914211,1645
"14669","chr16",56450953,56451862,56451407,909
"14670","chr5",476202,476818,476510,616
"14671","chr20",64255335,64256110,64255722,775
"14672","chr12",57765072,57765645,57765358,573
"14673","chr15",74889921,74890281,74890101,360
"14674","chr18",77978538,77978945,77978741,407
"14675","chr12",52233009,52233793,52233401,784
"14676","chr12",42325959,42326317,42326138,358
"14677","chr11",1443065,1443694,1443379,629
"14678","chr22",37843785,37844402,37844093,617
"14679","chr5",76818737,76819219,76818978,482
"14680","chr13",39602712,39603439,39603075,727
"14681","chr21",34459399,34460067,34459733,668
"14682","chr12",66188915,66189565,66189240,650
"14683","chr11",66744332,66745267,66744799,935
"14684","chr2",111223227,111223586,111223406,359
"14685","chr4",16256324,16256604,16256464,280
"14686","chr6",139167022,139167237,139167129,215
"14687","chr7",128842549,128842923,128842736,374
"14688","chr1",205849770,205850063,205849916,293
"14689","chr1",247330947,247332538,247331742,1591
"14690","chr5",61330678,61333982,61332330,3304
"14691","chr12",114414152,114414555,114414353,403
"14692","chr15",90000178,90000603,90000390,425
"14693","chr7",5303119,5303358,5303238,239
"14694","chr9",131282773,131283295,131283034,522
"14695","chr20",61881229,61881556,61881392,327
"14696","chr13",95676614,95677692,95677153,1078
"14697","chr3",135966064,135966525,135966294,461
"14698","chr1",75130128,75130477,75130302,349
"14699","chr17",55264837,55265673,55265255,836
"14700","chr16",376038,376290,376164,252
"14701","chr11",65497486,65497927,65497706,441
"14702","chr5",783947,785594,784770,1647
"14703","chr14",89619021,89619367,89619194,346
"14704","chr19",35845373,35846236,35845804,863
"14705","chr6",157672778,157673048,157672913,270
"14706","chr6",26550554,26550886,26550720,332
"14707","chr16",50368328,50369071,50368699,743
"14708","chr5",168291518,168292683,168292100,1165
"14709","chr5",180208995,180209444,180209219,449
"14710","chr11",26331990,26332265,26332127,275
"14711","chrX",104156719,104157097,104156908,378
"14712","chr7",16851144,16851463,16851303,319
"14713","chr11",59615439,59615937,59615688,498
"14714","chr5",71719090,71719888,71719489,798
"14715","chr11",1571268,1573148,1572208,1880
"14716","chr14",75051014,75051521,75051267,507
"14717","chr12",125185571,125187566,125186568,1995
"14718","chr3",98901287,98902052,98901669,765
"14719","chr19",925120,926870,925995,1750
"14720","chr22",21952182,21953030,21952606,848
"14721","chr4",152975899,152976208,152976053,309
"14722","chr1",1676459,1676804,1676631,345
"14723","chr1",54980414,54981173,54980793,759
"14724","chr3",44624985,44625328,44625156,343
"14725","chr21",37220686,37221373,37221029,687
"14726","chr6",99993530,99994276,99993903,746
"14727","chr19",48680241,48680910,48680575,669
"14728","chr4",122152239,122152621,122152430,382
"14729","chr11",67492942,67495244,67494093,2302
"14730","chr8",143283472,143283814,143283643,342
"14731","chr17",63535699,63535941,63535820,242
"14732","chr20",63573856,63574534,63574195,678
"14733","chr12",106582403,106582934,106582668,531
"14734","chr4",1537050,1537310,1537180,260
"14735","chr16",56608217,56608683,56608450,466
"14736","chr2",96986027,96986704,96986365,677
"14737","chr22",37198625,37199671,37199148,1046
"14738","chr22",50431234,50431463,50431348,229
"14739","chr17",7627387,7627933,7627660,546
"14740","chr7",2067445,2067746,2067595,301
"14741","chr11",65013978,65014913,65014445,935
"14742","chr2",27369978,27371232,27370605,1254
"14743","chrX",57591969,57592895,57592432,926
"14744","chrX",49073764,49074295,49074029,531
"14745","chr22",20142873,20143775,20143324,902
"14746","chr15",89334366,89335366,89334866,1000
"14747","chr11",70486161,70487308,70486734,1147
"14748","chr14",49598466,49600147,49599306,1681
"14749","chr6",28251745,28251967,28251856,222
"14750","chr8",118621687,118622074,118621880,387
"14751","chr20",35698899,35699779,35699339,880
"14752","chr11",70398182,70398895,70398538,713
"14753","chr3",30894555,30894773,30894664,218
"14754","chr15",65286275,65287152,65286713,877
"14755","chr11",111512443,111513167,111512805,724
"14756","chr8",144048384,144053124,144050754,4740
"14757","chr7",56787452,56787807,56787629,355
"14758","chr22",37608436,37609264,37608850,828
"14759","chr20",6052029,6052871,6052450,842
"14760","chr13",27917351,27918381,27917866,1030
"14761","chr16",50467933,50468396,50468164,463
"14762","chr13",26186284,26186755,26186519,471
"14763","chrX",51743318,51743914,51743616,596
"14764","chr11",110092514,110093951,110093232,1437
"14765","chr16",2720136,2720499,2720317,363
"14766","chr18",21110979,21112098,21111538,1119
"14767","chr16",1313812,1314495,1314153,683
"14768","chr14",24366604,24367014,24366809,410
"14769","chr7",6348579,6349112,6348845,533
"14770","chr4",1194397,1195374,1194885,977
"14771","chr15",52788261,52791502,52789881,3241
"14772","chr13",22897624,22897830,22897727,206
"14773","chr3",168095041,168096314,168095677,1273
"14774","chr2",159712126,159713168,159712647,1042
"14775","chr7",100603991,100604210,100604100,219
"14776","chr7",4817227,4817535,4817381,308
"14777","chr5",88689653,88689993,88689823,340
"14778","chr1",923590,926252,924921,2662
"14779","chr9",94639070,94639785,94639427,715
"14780","chr18",8785435,8785646,8785540,211
"14781","chr16",89268166,89268680,89268423,514
"14782","chr20",5126556,5127440,5126998,884
"14783","chr12",8406980,8407215,8407097,235
"14784","chr6",33315078,33315419,33315248,341
"14785","chr16",67178030,67178490,67178260,460
"14786","chr12",120194419,120194981,120194700,562
"14787","chr13",25017908,25018970,25018439,1062
"14788","chr6",40392031,40392699,40392365,668
"14789","chr17",49788612,49789362,49788987,750
"14790","chr4",6563024,6564088,6563556,1064
"14791","chr8",103371181,103371872,103371526,691
"14792","chr18",78363612,78363926,78363769,314
"14793","chr7",63054137,63054605,63054371,468
"14794","chr12",109833537,109833777,109833657,240
"14795","chr7",122310195,122310873,122310534,678
"14796","chr2",231037311,231038407,231037859,1096
"14797","chr11",85934768,85935148,85934958,380
"14798","chr16",1308728,1310231,1309479,1503
"14799","chr12",100573515,100574067,100573791,552
"14800","chr12",129855138,129859039,129857088,3901
"14801","chr6",142926672,142927301,142926986,629
"14802","chr14",93058422,93059072,93058747,650
"14803","chr2",240983360,240983726,240983543,366
"14804","chr2",216412314,216412834,216412574,520
"14805","chr19",603638,603945,603791,307
"14806","chr11",64007874,64008141,64008007,267
"14807","chrX",47217764,47219040,47218402,1276
"14808","chr22",23750839,23751434,23751136,595
"14809","chr20",4247885,4249703,4248794,1818
"14810","chr3",49718330,49719884,49719107,1554
"14811","chr7",144835669,144836160,144835914,491
"14812","chr5",163459773,163460236,163460004,463
"14813","chr11",116580872,116581195,116581033,323
"14814","chr5",1385863,1386747,1386305,884
"14815","chr22",40044848,40045806,40045327,958
"14816","chr21",33641570,33641951,33641760,381
"14817","chr11",75240602,75242446,75241524,1844
"14818","chr6",166381880,166383813,166382846,1933
"14819","chr13",99086077,99087971,99087024,1894
"14820","chr22",49369092,49369369,49369230,277
"14821","chr12",92144934,92146557,92145745,1623
"14822","chr22",38681800,38682395,38682097,595
"14823","chr11",45355380,45355692,45355536,312
"14824","chr15",65530347,65531051,65530699,704
"14825","chr2",238846455,238849422,238847938,2967
"14826","chr3",47163299,47164846,47164072,1547
"14827","chr16",30183426,30184036,30183731,610
"14828","chr10",96089811,96090338,96090074,527
"14829","chr12",57935940,57936221,57936080,281
"14830","chr5",80654184,80655054,80654619,870
"14831","chr11",64924588,64925024,64924806,436
"14832","chr11",64829503,64830047,64829775,544
"14833","chr11",61967142,61968460,61967801,1318
"14834","chr15",34366774,34367769,34367271,995
"14835","chr20",63802584,63802850,63802717,266
"14836","chr19",3606373,3607272,3606822,899
"14837","chrY",17567843,17568055,17567949,212
"14838","chr8",28092953,28093351,28093152,398
"14839","chr21",46037245,46037825,46037535,580
"14840","chr11",1161859,1162244,1162051,385
"14841","chr21",45295069,45295291,45295180,222
"14842","chr2",36965988,36967144,36966566,1156
"14843","chr14",55766227,55766563,55766395,336
"14844","chr3",35639017,35640072,35639544,1055
"14845","chr9",35071759,35072888,35072323,1129
"14846","chr4",3772124,3772335,3772229,211
"14847","chr7",27150655,27151496,27151075,841
"14848","chr6",7909854,7911185,7910519,1331
"14849","chr10",55628308,55628768,55628538,460
"14850","chrX",123184900,123185297,123185098,397
"14851","chr5",132227401,132228261,132227831,860
"14852","chr8",86342315,86343217,86342766,902
"14853","chr9",125200264,125200846,125200555,582
"14854","chr13",25300856,25302062,25301459,1206
"14855","chr15",73367519,73369674,73368596,2155
"14856","chr8",62144388,62144853,62144620,465
"14857","chr6",16128761,16129792,16129276,1031
"14858","chr5",52788112,52788453,52788282,341
"14859","chr8",48260441,48260866,48260653,425
"14860","chr3",126389176,126389645,126389410,469
"14861","chr11",111298579,111299703,111299141,1124
"14862","chrX",150898319,150899699,150899009,1380
"14863","chr21",45440452,45440714,45440583,262
"14864","chr6",28786092,28786361,28786226,269
"14865","chr16",3295145,3295605,3295375,460
"14866","chrX",140439396,140439732,140439564,336
"14867","chr4",105708418,105709057,105708737,639
"14868","chr12",6867228,6868229,6867728,1001
"14869","chr19",56621790,56622816,56622303,1026
"14870","chr12",54419151,54419407,54419279,256
"14871","chr14",56811350,56811569,56811459,219
"14872","chr15",90994006,90994988,90994497,982
"14873","chr15",96330179,96330751,96330465,572
"14874","chr5",135050305,135050680,135050492,375
"14875","chr13",29514421,29514635,29514528,214
"14876","chr14",74357232,74357434,74357333,202
"14877","chr10",125023444,125023662,125023553,218
"14878","chr5",166978479,166978687,166978583,208
"14879","chr11",65261569,65262455,65262012,886
"14880","chr4",173369799,173372122,173370960,2323
"14881","chr5",126423355,126423606,126423480,251
"14882","chr12",1796111,1797599,1796855,1488
"14883","chr11",27363072,27363323,27363197,251
"14884","chr5",180090442,180090664,180090553,222
"14885","chrX",152897652,152898267,152897959,615
"14886","chr22",50244758,50245465,50245111,707
"14887","chrY",10195324,10197077,10196200,1753
"14888","chr19",18868542,18870744,18869643,2202
"14889","chr1",3509012,3509233,3509122,221
"14890","chr17",81158079,81158284,81158181,205
"14891","chrX",130120580,130121122,130120851,542
"14892","chr7",27172797,27174777,27173787,1980
"14893","chr22",23856871,23858019,23857445,1148
"14894","chr22",48560078,48560294,48560186,216
"14895","chr19",6463980,6464769,6464374,789
"14896","chr18",7566559,7568832,7567695,2273
"14897","chr12",109573189,109573794,109573491,605
"14898","chr15",77070398,77071218,77070808,820
"14899","chr4",40043891,40044113,40044002,222
"14900","chr13",111411222,111411675,111411448,453
"14901","chr14",44887469,44887792,44887630,323
"14902","chr16",2099841,2100522,2100181,681
"14903","chr2",200585803,200586304,200586053,501
"14904","chr12",54378903,54379205,54379054,302
"14905","chr20",25195391,25195984,25195687,593
"14906","chr22",30635371,30635628,30635499,257
"14907","chr5",81971758,81972548,81972153,790
"14908","chr4",151408672,151409721,151409196,1049
"14909","chr9",34522680,34523359,34523019,679
"14910","chr13",20391819,20392370,20392094,551
"14911","chr16",48810640,48811353,48810996,713
"14912","chr7",5898542,5899117,5898829,575
"14913","chr11",116787695,116788179,116787937,484
"14914","chr4",25088484,25088888,25088686,404
"14915","chrX",67546195,67546437,67546316,242
"14916","chr17",42180579,42181453,42181016,874
"14917","chr15",96368282,96368579,96368430,297
"14918","chr17",76932628,76932840,76932734,212
"14919","chr20",4592530,4592850,4592690,320
"14920","chr19",56314398,56315417,56314907,1019
"14921","chr1",33472424,33472727,33472575,303
"14922","chr11",95923748,95924201,95923974,453
"14923","chrX",65406863,65408165,65407514,1302
"14924","chr4",76896862,76898447,76897654,1585
"14925","chr14",101364954,101365358,101365156,404
"14926","chr15",43824485,43824838,43824661,353
"14927","chr9",128656392,128657168,128656780,776
"14928","chr16",909714,909977,909845,263
"14929","chr19",44757095,44758552,44757823,1457
"14930","chr3",13895689,13896095,13895892,406
"14931","chr11",119334313,119334858,119334585,545
"14932","chr5",180628849,180629126,180628987,277
"14933","chr15",62390946,62392197,62391571,1251
